# Total Phase Data Center(tm) v8.10,,,,,,,,,
# (c) 2005-2026 Total Phase, Inc.,,,,,,,,
# www.totalphase.com,,,,,,,,,
#,,,,,,,,,
# ,,,,,,,,,
#,,,,,,,,,
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data,Description
0,301,5:08.899.404,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,302,5:08.910.318,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,303,5:08.910.405,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,304,5:08.921.319,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,305,5:08.921.406,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,306,5:08.932.320,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,307,5:08.932.407,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,308,5:08.943.321,86.700 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,309,5:08.943.408,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,310,5:08.954.322,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,311,5:08.954.409,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,312,5:08.965.324,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,313,5:08.965.411,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,314,5:08.976.325,87.000 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,315,5:08.976.412,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,316,5:08.987.326,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,317,5:08.987.413,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,318,5:08.998.327,86.700 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,319,5:08.998.414,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,320,5:09.009.328,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,321,5:09.009.415,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,322,5:09.020.329,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,323,5:09.020.416,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,324,5:09.031.331,86.500 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,325,5:09.031.417,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,326,5:09.042.332,87.000 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,327,5:09.042.419,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,328,5:09.053.333,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,329,5:09.053.420,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,330,5:09.064.334,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,331,5:09.064.421,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,332,5:09.075.335,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,333,5:09.075.422,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,334,5:09.086.336,86.700 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,335,5:09.086.423,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,336,5:09.097.338,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,337,5:09.097.425,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,338,5:09.108.339,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,339,5:09.108.426,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,340,5:09.119.340,86.650 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,341,5:09.119.426,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,342,5:09.130.341,86.600 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,343,5:09.130.428,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,344,5:09.141.342,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,345,5:09.141.429,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,346,5:09.152.343,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,347,5:09.152.430,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,348,5:09.163.345,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,349,5:09.163.432,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,350,5:09.174.345,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,351,5:09.174.433,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,352,5:09.185.347,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,353,5:09.185.434,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,354,5:09.196.348,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,355,5:09.196.435,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,356,5:09.207.349,87.000 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,357,5:09.207.436,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,358,5:09.218.350,87.000 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,359,5:09.218.437,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,360,5:09.229.352,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,361,5:09.229.439,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,362,5:09.240.353,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,363,5:09.240.440,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,364,5:09.251.354,87.000 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,365,5:09.251.441,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,366,5:09.262.355,87.050 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,367,5:09.262.442,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,368,5:09.273.356,86.650 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,369,5:09.273.443,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,370,5:09.374.599,125.500 us,2 B,,SP,2C,Write Transaction,08 28,Write Transaction at 0x2C: 08 28
0,371,5:09.374.730,125.450 us,2 B,,SP,2C,Read Transaction,28 28*,Read Transaction at 0x2C: 28 28
0,372,5:09.379.474,87.000 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,373,5:09.379.561,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,374,5:09.379.693,86.500 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,375,5:09.379.780,125.500 us,2 B,,SP,36,Read Transaction,00 31*,"Read ChgDetails01 (0x0D7) = 0x3100 (BAT_DTLS=3 (battery OK), CHG_DTLS=1 (fast-charge constant current), BYP_DTLS=0 (BYP node OK))"
0,376,5:09.379.913,86.800 us,1 B,,S,37,Write Transaction,9D,Set pointer nFilterCfg (0x19D)
0,377,5:09.380.000,125.500 us,2 B,,SP,37,Read Transaction,A4 CE*,"Read nFilterCfg (0x19D) = 0xCEA4 (TEMP=1, MIX=13, VOLT=2, CURR=4)"
0,378,5:09.380.131,86.550 us,1 B,,S,36,Write Transaction,2F,Set pointer LearnCfg (0x02F)
0,379,5:09.380.218,125.450 us,2 B,,SP,36,Read Transaction,86 46*,"Read LearnCfg (0x02F) = 0x4686 (FiltEmpty=0 (detect empty using VCell), LearnStage=0, MixEn=1 (MixEn enabled))"
0,380,5:09.380.352,86.650 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,381,5:09.380.439,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,382,5:09.380.639,87.000 us,1 B,,S,36,Write Transaction,52,Set pointer VSys (0x052)
0,383,5:09.380.726,125.500 us,2 B,,SP,36,Read Transaction,AF D0*,Read VSys (0x052) = 0xD0AF (4173.672 mV)
0,384,5:09.380.859,86.800 us,1 B,,S,36,Write Transaction,51,Set pointer ICHGIN (0x051)
0,385,5:09.380.946,125.450 us,2 B,,SP,36,Read Transaction,7D 09*,Read ICHGIN (0x051) = 0x097D (379.5312 mA)
0,386,5:09.381.079,86.900 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,387,5:09.381.166,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,388,5:09.381.448,87.000 us,1 B,,S,36,Write Transaction,D5,Set pointer nChgConfig5 (0x0D5)
0,389,5:09.381.535,125.450 us,2 B,,SP,36,Read Transaction,03 00*,"Read nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,390,5:09.381.708,86.950 us,1 B,,S,36,Write Transaction,3A,Set pointer ProtStatus (0x03A)
0,391,5:09.381.795,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read ProtStatus (0x03A) = 0x0000 (no named flags set)
0,392,5:09.381.990,87.000 us,1 B,,S,36,Write Transaction,3E,Set pointer FProtStat (0x03E)
0,393,5:09.382.077,125.450 us,2 B,,SP,36,Read Transaction,00 06*,"Read FProtStat (0x03E) = 0x0600 (StepID=4 (step 4), Tempid=0 (Room))"
0,394,5:09.382.293,86.550 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,395,5:09.382.379,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,396,5:09.382.686,86.950 us,1 B,,S,37,Write Transaction,C2,Set pointer nChgCfg0 (0x1C2)
0,397,5:09.382.773,125.500 us,2 B,,SP,37,Read Transaction,C1 00*,Read nChgCfg0 (0x1C2) = 0x00C1 (StepChgMode=0 (CV step charging))
0,398,5:09.382.905,86.850 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,399,5:09.382.991,125.500 us,2 B,,SP,36,Read Transaction,00 31*,"Read ChgDetails01 (0x0D7) = 0x3100 (BAT_DTLS=3 (battery OK), CHG_DTLS=1 (fast-charge constant current), BYP_DTLS=0 (BYP node OK))"
0,400,5:09.383.241,86.950 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,401,5:09.383.328,125.500 us,2 B,,SP,37,Read Transaction,28 22*,"Read nIChgCfg1 (0x1CE) = 0x2228 (WarmChargeCurr=200 mA below room, RoomChargeCurr=900 mA, CoolChargeCurr=400 mA below room)"
0,402,5:09.383.506,86.950 us,1 B,,S,36,Write Transaction,1A,Set pointer VCell (0x01A)
0,403,5:09.383.593,125.500 us,2 B,,SP,36,Read Transaction,C7 D0*,Read VCell (0x01A) = 0xD0C7 (4175.547 mV)
0,404,5:09.383.726,86.800 us,1 B,,S,36,Write Transaction,1C,Set pointer Current (0x01C)
0,405,5:09.383.813,125.500 us,2 B,,SP,36,Read Transaction,44 02*,Read Current (0x01C) = 0x0244 (90.625 mA)
0,406,5:09.383.947,86.800 us,1 B,,S,36,Write Transaction,1B,Set pointer Temp (0x01B)
0,407,5:09.384.034,125.450 us,2 B,,SP,36,Read Transaction,33 16*,Read Temp (0x01B) = 0x1633 (22.19922 degC)
0,408,5:09.384.168,86.850 us,1 B,,S,36,Write Transaction,34,Set pointer DieTemp (0x034)
0,409,5:09.384.255,125.500 us,2 B,,SP,36,Read Transaction,26 16*,Read DieTemp (0x034) = 0x1626 (22.14844 degC)
0,410,5:09.384.389,86.500 us,1 B,,S,36,Write Transaction,07,Set pointer RepSOC (0x007)
0,411,5:09.384.475,125.500 us,2 B,,SP,36,Read Transaction,00 64*,Read RepSOC (0x007) = 0x6400 (100 %)
0,412,5:09.384.610,86.600 us,1 B,,S,36,Write Transaction,06,Set pointer RepCap (0x006)
0,413,5:09.384.696,125.500 us,2 B,,SP,36,Read Transaction,15 0F*,Read RepCap (0x006) = 0x0F15 (1930.5 mAh)
0,414,5:09.384.829,86.850 us,1 B,,S,36,Write Transaction,2A,Set pointer ChargingVoltage (0x02A)
0,415,5:09.384.916,125.500 us,2 B,,SP,36,Read Transaction,00 D2*,Read ChargingVoltage (0x02A) = 0xD200 (4200 mV)
0,416,5:09.385.050,86.800 us,1 B,,S,36,Write Transaction,28,Set pointer ChargingCurrent (0x028)
0,417,5:09.385.137,125.500 us,2 B,,SP,36,Read Transaction,80 02*,Read ChargingCurrent (0x028) = 0x0280 (100 mA)
0,418,5:09.385.270,86.850 us,1 B,,S,36,Write Transaction,29,Set pointer IChgTerm (0x029)
0,419,5:09.385.357,125.450 us,2 B,,SP,36,Read Transaction,80 0C*,Read IChgTerm (0x029) = 0x0C80 (500 mA)
0,420,5:09.385.490,86.500 us,1 B,,S,36,Write Transaction,18,Set pointer DesignCap (0x018)
0,421,5:09.385.577,125.500 us,2 B,,SP,36,Read Transaction,D8 0E*,Read DesignCap (0x018) = 0x0ED8 (1900 mAh)
0,422,5:09.385.711,87.000 us,1 B,,S,36,Write Transaction,10,Set pointer FullCapRep (0x010)
0,423,5:09.385.798,125.500 us,2 B,,SP,36,Read Transaction,15 0F*,Read FullCapRep (0x010) = 0x0F15 (1930.5 mAh)
0,424,5:09.385.931,86.850 us,1 B,,S,36,Write Transaction,25,Set pointer VFRemCap (0x025)
0,425,5:09.386.018,125.500 us,2 B,,SP,36,Read Transaction,16 0F*,Read VFRemCap (0x025) = 0x0F16 (1931 mAh)
0,426,5:09.386.151,86.850 us,1 B,,S,36,Write Transaction,FF,Set pointer VFSOC (0x0FF)
0,427,5:09.386.237,125.500 us,2 B,,SP,36,Read Transaction,A0 57*,Read VFSOC (0x0FF) = 0x57A0 (87.625 %)
0,428,5:09.386.914,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,429,5:09.387.001,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
