# Total Phase Data Center(tm) v8.10,,,,,,,,,
# (c) 2005-2026 Total Phase, Inc.,,,,,,,,
# www.totalphase.com,,,,,,,,,
#,,,,,,,,,
# ,,,,,,,,,
#,,,,,,,,,
# Level,Index,m:s.ms.us,Dur,Len,Err,S/P,Addr,Record,Data,Description
0,604,6:11.549.961,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,605,6:11.550.048,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,606,6:13.551.174,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,607,6:13.551.261,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,608,6:15.519.546,162.600 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,609,6:15.519.708,125.450 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,610,6:15.519.841,86.500 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,611,6:15.519.928,125.500 us,2 B,,SP,36,Read Transaction,00 32*,"Read ChgDetails01 (0x0D7) = 0x3200 (BAT_DTLS=3 (battery OK), CHG_DTLS=2 (fast-charge constant voltage), BYP_DTLS=0 (BYP node OK))"
0,612,6:15.520.060,86.550 us,1 B,,S,37,Write Transaction,9D,Set pointer nFilterCfg (0x19D)
0,613,6:15.520.147,125.450 us,2 B,,SP,37,Read Transaction,A4 CE*,"Read nFilterCfg (0x19D) = 0xCEA4 (TEMP=1, MIX=13, VOLT=2, CURR=4)"
0,614,6:15.520.279,86.550 us,1 B,,S,36,Write Transaction,2F,Set pointer LearnCfg (0x02F)
0,615,6:15.520.365,125.450 us,2 B,,SP,36,Read Transaction,86 46*,"Read LearnCfg (0x02F) = 0x4686 (FiltEmpty=0 (detect empty using VCell), LearnStage=0, MixEn=1 (MixEn enabled))"
0,616,6:15.520.499,86.550 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,617,6:15.520.585,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,618,6:15.520.786,87.000 us,1 B,,S,36,Write Transaction,52,Set pointer VSys (0x052)
0,619,6:15.520.873,125.500 us,2 B,,SP,36,Read Transaction,0C D1*,Read VSys (0x052) = 0xD10C (4180.938 mV)
0,620,6:15.521.006,86.800 us,1 B,,S,36,Write Transaction,51,Set pointer ICHGIN (0x051)
0,621,6:15.521.093,125.450 us,2 B,,SP,36,Read Transaction,11 0A*,Read ICHGIN (0x051) = 0x0A11 (402.6562 mA)
0,622,6:15.521.226,86.850 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,623,6:15.521.313,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,624,6:15.521.597,86.950 us,1 B,,S,36,Write Transaction,D5,Set pointer nChgConfig5 (0x0D5)
0,625,6:15.521.684,125.500 us,2 B,,SP,36,Read Transaction,03 00*,"Read nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,626,6:15.521.857,86.950 us,1 B,,S,36,Write Transaction,3A,Set pointer ProtStatus (0x03A)
0,627,6:15.521.944,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read ProtStatus (0x03A) = 0x0000 (no named flags set)
0,628,6:15.522.139,86.950 us,1 B,,S,36,Write Transaction,3E,Set pointer FProtStat (0x03E)
0,629,6:15.522.226,125.500 us,2 B,,SP,36,Read Transaction,00 06*,"Read FProtStat (0x03E) = 0x0600 (StepID=4 (step 4), Tempid=0 (Room))"
0,630,6:15.522.443,87.000 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,631,6:15.522.530,125.450 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,632,6:15.522.838,86.950 us,1 B,,S,37,Write Transaction,C2,Set pointer nChgCfg0 (0x1C2)
0,633,6:15.522.925,125.500 us,2 B,,SP,37,Read Transaction,C1 00*,Read nChgCfg0 (0x1C2) = 0x00C1 (StepChgMode=0 (CV step charging))
0,634,6:15.523.057,86.850 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,635,6:15.523.143,125.500 us,2 B,,SP,36,Read Transaction,00 32*,"Read ChgDetails01 (0x0D7) = 0x3200 (BAT_DTLS=3 (battery OK), CHG_DTLS=2 (fast-charge constant voltage), BYP_DTLS=0 (BYP node OK))"
0,636,6:15.523.395,87.000 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,637,6:15.523.482,125.500 us,2 B,,SP,37,Read Transaction,28 22*,"Read nIChgCfg1 (0x1CE) = 0x2228 (WarmChargeCurr=200 mA below room, RoomChargeCurr=900 mA, CoolChargeCurr=400 mA below room)"
0,638,6:15.523.660,87.000 us,1 B,,S,36,Write Transaction,1A,Set pointer VCell (0x01A)
0,639,6:15.523.747,125.500 us,2 B,,SP,36,Read Transaction,F6 D0*,Read VCell (0x01A) = 0xD0F6 (4179.219 mV)
0,640,6:15.523.880,86.800 us,1 B,,S,36,Write Transaction,1C,Set pointer Current (0x01C)
0,641,6:15.523.967,125.500 us,2 B,,SP,36,Read Transaction,EA 01*,Read Current (0x01C) = 0x01EA (76.5625 mA)
0,642,6:15.524.101,86.800 us,1 B,,S,36,Write Transaction,1B,Set pointer Temp (0x01B)
0,643,6:15.524.188,125.450 us,2 B,,SP,36,Read Transaction,33 16*,Read Temp (0x01B) = 0x1633 (22.19922 degC)
0,644,6:15.524.322,86.550 us,1 B,,S,36,Write Transaction,34,Set pointer DieTemp (0x034)
0,645,6:15.524.409,125.450 us,2 B,,SP,36,Read Transaction,8C 19*,Read DieTemp (0x034) = 0x198C (25.54688 degC)
0,646,6:15.524.543,86.550 us,1 B,,S,36,Write Transaction,07,Set pointer RepSOC (0x007)
0,647,6:15.524.630,125.500 us,2 B,,SP,36,Read Transaction,03 64*,Read RepSOC (0x007) = 0x6403 (100.0117 %)
0,648,6:15.524.764,86.650 us,1 B,,S,36,Write Transaction,06,Set pointer RepCap (0x006)
0,649,6:15.524.851,125.500 us,2 B,,SP,36,Read Transaction,18 0F*,Read RepCap (0x006) = 0x0F18 (1932 mAh)
0,650,6:15.524.983,86.850 us,1 B,,S,36,Write Transaction,2A,Set pointer ChargingVoltage (0x02A)
0,651,6:15.525.070,125.500 us,2 B,,SP,36,Read Transaction,00 D2*,Read ChargingVoltage (0x02A) = 0xD200 (4200 mV)
0,652,6:15.525.204,86.800 us,1 B,,S,36,Write Transaction,28,Set pointer ChargingCurrent (0x028)
0,653,6:15.525.291,125.500 us,2 B,,SP,36,Read Transaction,80 02*,Read ChargingCurrent (0x028) = 0x0280 (100 mA)
0,654,6:15.525.425,86.850 us,1 B,,S,36,Write Transaction,29,Set pointer IChgTerm (0x029)
0,655,6:15.525.512,125.500 us,2 B,,SP,36,Read Transaction,80 0C*,Read IChgTerm (0x029) = 0x0C80 (500 mA)
0,656,6:15.525.645,86.550 us,1 B,,S,36,Write Transaction,18,Set pointer DesignCap (0x018)
0,657,6:15.525.731,125.500 us,2 B,,SP,36,Read Transaction,D8 0E*,Read DesignCap (0x018) = 0x0ED8 (1900 mAh)
0,658,6:15.525.865,87.050 us,1 B,,S,36,Write Transaction,10,Set pointer FullCapRep (0x010)
0,659,6:15.525.952,125.500 us,2 B,,SP,36,Read Transaction,18 0F*,Read FullCapRep (0x010) = 0x0F18 (1932 mAh)
0,660,6:15.526.085,86.900 us,1 B,,S,36,Write Transaction,25,Set pointer VFRemCap (0x025)
0,661,6:15.526.172,125.450 us,2 B,,SP,36,Read Transaction,18 0F*,Read VFRemCap (0x025) = 0x0F18 (1932 mAh)
0,662,6:15.526.305,86.500 us,1 B,,S,36,Write Transaction,FF,Set pointer VFSOC (0x0FF)
0,663,6:15.526.391,125.500 us,2 B,,SP,36,Read Transaction,AF 57*,Read VFSOC (0x0FF) = 0x57AF (87.68359 %)
0,664,6:15.552.408,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,665,6:15.552.495,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,666,6:17.553.622,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,667,6:17.553.709,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,668,6:19.554.830,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,669,6:19.554.917,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,670,6:21.556.029,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,671,6:21.556.116,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,672,6:23.557.263,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,673,6:23.557.350,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,674,6:25.558.467,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,675,6:25.558.554,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,676,6:27.559.684,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,677,6:27.559.771,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,678,6:29.560.881,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,679,6:29.560.968,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,680,6:31.580.251,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,681,6:31.580.338,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,682,6:33.581.329,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,683,6:33.581.416,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,684,6:35.599.229,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,685,6:35.599.316,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,686,6:37.599.751,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,687,6:37.599.838,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,688,6:39.600.974,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,689,6:39.601.061,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,690,6:41.602.171,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,691,6:41.602.258,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,692,6:43.603.390,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,693,6:43.603.477,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,694,6:45.604.618,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,695,6:45.604.705,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,696,6:47.605.829,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,697,6:47.605.916,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,698,6:49.607.038,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,699,6:49.607.125,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,700,6:51.630.889,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,701,6:51.630.976,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,702,6:53.631.474,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,703,6:53.631.561,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,704,6:55.632.686,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,705,6:55.632.773,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,706,6:57.633.897,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,707,6:57.633.984,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,708,6:59.635.101,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,709,6:59.635.188,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,710,7:01.636.319,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,711,7:01.636.406,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,712,7:03.637.535,86.900 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,713,7:03.637.622,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,714,7:05.638.754,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,715,7:05.638.841,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,716,7:07.755.397,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,717,7:07.755.484,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,718,7:09.756.181,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,719,7:09.756.267,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,720,7:11.757.414,86.950 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,721,7:11.757.501,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,722,7:13.758.615,87.000 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,723,7:13.758.702,125.450 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,724,7:15.543.837,121.800 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,725,7:15.543.959,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,726,7:15.544.091,86.500 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,727,7:15.544.178,125.500 us,2 B,,SP,36,Read Transaction,00 32*,"Read ChgDetails01 (0x0D7) = 0x3200 (BAT_DTLS=3 (battery OK), CHG_DTLS=2 (fast-charge constant voltage), BYP_DTLS=0 (BYP node OK))"
0,728,7:15.544.310,86.550 us,1 B,,S,37,Write Transaction,9D,Set pointer nFilterCfg (0x19D)
0,729,7:15.544.397,125.450 us,2 B,,SP,37,Read Transaction,A4 CE*,"Read nFilterCfg (0x19D) = 0xCEA4 (TEMP=1, MIX=13, VOLT=2, CURR=4)"
0,730,7:15.544.529,86.550 us,1 B,,S,36,Write Transaction,2F,Set pointer LearnCfg (0x02F)
0,731,7:15.544.616,125.500 us,2 B,,SP,36,Read Transaction,86 46*,"Read LearnCfg (0x02F) = 0x4686 (FiltEmpty=0 (detect empty using VCell), LearnStage=0, MixEn=1 (MixEn enabled))"
0,732,7:15.544.749,86.750 us,1 B,,S,36,Write Transaction,00,Set pointer Status (0x000)
0,733,7:15.544.836,125.500 us,2 B,,SP,36,Read Transaction,00 00*,Read Status (0x000) = 0x0000 (no named flags set)
0,734,7:15.545.036,87.000 us,1 B,,S,36,Write Transaction,52,Set pointer VSys (0x052)
0,735,7:15.545.123,125.450 us,2 B,,SP,36,Read Transaction,07 D1*,Read VSys (0x052) = 0xD107 (4180.547 mV)
0,736,7:15.545.257,86.800 us,1 B,,S,36,Write Transaction,51,Set pointer ICHGIN (0x051)
0,737,7:15.545.344,125.500 us,2 B,,SP,36,Read Transaction,F5 09*,Read ICHGIN (0x051) = 0x09F5 (398.2812 mA)
0,738,7:15.545.477,86.850 us,1 B,,S,36,Write Transaction,D8,Set pointer UsbDetails (0x0D8)
0,739,7:15.545.564,125.500 us,2 B,,SP,36,Read Transaction,77 23*,"Read UsbDetails (0x0D8) = 0x2377 (CHGTYP=1 (SDP (500mA)), PRCHGTYP=0 (no proprietary charger), CC_CURR=3 (3.0A), USB_INLIM=3000 mA)"
0,740,7:15.545.849,86.950 us,1 B,,S,36,Write Transaction,D5,Set pointer nChgConfig5 (0x0D5)
0,741,7:15.545.936,125.500 us,2 B,,SP,36,Read Transaction,03 00*,"Read nChgConfig5 (0x0D5) = 0x0003 (ChgEnable=1 (charger enabled), CCDetEn=1 (CC pin detection enabled))"
0,742,7:15.546.110,87.000 us,1 B,,S,36,Write Transaction,3A,Set pointer ProtStatus (0x03A)
0,743,7:15.546.197,125.450 us,2 B,,SP,36,Read Transaction,00 00*,Read ProtStatus (0x03A) = 0x0000 (no named flags set)
0,744,7:15.546.393,86.950 us,1 B,,S,36,Write Transaction,3E,Set pointer FProtStat (0x03E)
0,745,7:15.546.480,125.500 us,2 B,,SP,36,Read Transaction,00 06*,"Read FProtStat (0x03E) = 0x0600 (StepID=4 (step 4), Tempid=0 (Room))"
0,746,7:15.546.696,86.950 us,1 B,,S,36,Write Transaction,D6,Set pointer ChgDetails00 (0x0D6)
0,747,7:15.546.783,125.500 us,2 B,,SP,36,Read Transaction,60 DD*,"Read ChgDetails00 (0x0D6) = 0xDD60 (AICL_OK=1 (not in AICL mode), CHGIN_OK=1 (CHGIN valid), CHG_OK=1 (charging or charger off), BAT_OK=1 (BAT_DTLS 0x3, 0x4 or 0x7), BYP_OK=1 (BYP node OK), CHGIN_DTLS=3 (VCHGIN valid), CHGEN=0 (CHGEN pin high))"
0,748,7:15.547.092,87.000 us,1 B,,S,37,Write Transaction,C2,Set pointer nChgCfg0 (0x1C2)
0,749,7:15.547.179,125.500 us,2 B,,SP,37,Read Transaction,C1 00*,Read nChgCfg0 (0x1C2) = 0x00C1 (StepChgMode=0 (CV step charging))
0,750,7:15.547.311,86.850 us,1 B,,S,36,Write Transaction,D7,Set pointer ChgDetails01 (0x0D7)
0,751,7:15.547.398,125.500 us,2 B,,SP,36,Read Transaction,00 32*,"Read ChgDetails01 (0x0D7) = 0x3200 (BAT_DTLS=3 (battery OK), CHG_DTLS=2 (fast-charge constant voltage), BYP_DTLS=0 (BYP node OK))"
0,752,7:15.547.649,86.950 us,1 B,,S,37,Write Transaction,CE,Set pointer nIChgCfg1 (0x1CE)
0,753,7:15.547.736,125.500 us,2 B,,SP,37,Read Transaction,28 22*,"Read nIChgCfg1 (0x1CE) = 0x2228 (WarmChargeCurr=200 mA below room, RoomChargeCurr=900 mA, CoolChargeCurr=400 mA below room)"
0,754,7:15.547.915,86.950 us,1 B,,S,36,Write Transaction,1A,Set pointer VCell (0x01A)
0,755,7:15.548.002,125.500 us,2 B,,SP,36,Read Transaction,FA D0*,Read VCell (0x01A) = 0xD0FA (4179.531 mV)
0,756,7:15.548.136,86.800 us,1 B,,S,36,Write Transaction,1C,Set pointer Current (0x01C)
0,757,7:15.548.222,125.500 us,2 B,,SP,36,Read Transaction,D9 01*,Read Current (0x01C) = 0x01D9 (73.90625 mA)
0,758,7:15.548.357,86.800 us,1 B,,S,36,Write Transaction,1B,Set pointer Temp (0x01B)
0,759,7:15.548.443,125.450 us,2 B,,SP,36,Read Transaction,34 16*,Read Temp (0x01B) = 0x1634 (22.20312 degC)
0,760,7:15.548.577,86.900 us,1 B,,S,36,Write Transaction,34,Set pointer DieTemp (0x034)
0,761,7:15.548.664,125.450 us,2 B,,SP,36,Read Transaction,8E 1B*,Read DieTemp (0x034) = 0x1B8E (27.55469 degC)
0,762,7:15.548.799,86.550 us,1 B,,S,36,Write Transaction,07,Set pointer RepSOC (0x007)
0,763,7:15.548.885,125.500 us,2 B,,SP,36,Read Transaction,00 64*,Read RepSOC (0x007) = 0x6400 (100 %)
0,764,7:15.549.019,86.600 us,1 B,,S,36,Write Transaction,06,Set pointer RepCap (0x006)
0,765,7:15.549.106,125.500 us,2 B,,SP,36,Read Transaction,1B 0F*,Read RepCap (0x006) = 0x0F1B (1933.5 mAh)
0,766,7:15.549.239,86.850 us,1 B,,S,36,Write Transaction,2A,Set pointer ChargingVoltage (0x02A)
0,767,7:15.549.326,125.500 us,2 B,,SP,36,Read Transaction,00 D2*,Read ChargingVoltage (0x02A) = 0xD200 (4200 mV)
0,768,7:15.549.460,86.800 us,1 B,,S,36,Write Transaction,28,Set pointer ChargingCurrent (0x028)
0,769,7:15.549.546,125.500 us,2 B,,SP,36,Read Transaction,80 02*,Read ChargingCurrent (0x028) = 0x0280 (100 mA)
0,770,7:15.549.680,86.900 us,1 B,,S,36,Write Transaction,29,Set pointer IChgTerm (0x029)
0,771,7:15.549.767,125.450 us,2 B,,SP,36,Read Transaction,80 0C*,Read IChgTerm (0x029) = 0x0C80 (500 mA)
0,772,7:15.549.900,86.550 us,1 B,,S,36,Write Transaction,18,Set pointer DesignCap (0x018)
0,773,7:15.549.987,125.500 us,2 B,,SP,36,Read Transaction,D8 0E*,Read DesignCap (0x018) = 0x0ED8 (1900 mAh)
0,774,7:15.550.120,87.050 us,1 B,,S,36,Write Transaction,10,Set pointer FullCapRep (0x010)
0,775,7:15.550.207,125.500 us,2 B,,SP,36,Read Transaction,1B 0F*,Read FullCapRep (0x010) = 0x0F1B (1933.5 mAh)
0,776,7:15.550.340,86.900 us,1 B,,S,36,Write Transaction,25,Set pointer VFRemCap (0x025)
